Livre,Book,Vol,Series,Series CH,Start Page,End page,Region,Type of Place,Place Raw,"Place Raw, Paris, France",Quartier,Lat,Long,Description,Types Involved,Characters (Full Name),Characters (CSV),Shop Name,Store Type,Historical Figures,Date,WikiURL,ImageURL,Discourse
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,9,9,The Small Tradespeople,Residence,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,"""House of the Chat-qui-Pelote, rue Saint-Denis, almost at the corner of the rue du Petit-Lion, described""",,,,,,,,,,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,10,10,The Small Tradespeople,Residence,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,"""House of the Chat-qui-Pelote, rue Saint-Denis, almost at the corner of the rue du Petit-Lion, described""",,,,,,,,,,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,10,10,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,"""Reputation of Guillaume, in the rue Saint-Denis""",,Guillaume,Guilaume,,,,,,,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,20,20,The Small Tradespeople,Residence,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,The little house of the rue Saint-Denis resembled a branch of the Trappe,,,,,,,,,,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,45,45,The Small Tradespeople,Residence,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,"""Lebas takes the house of the Chat-qui-pelote, rue Saint-Denis""",,,,,,,,,,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,54,54,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,Commonplaces of the morality of the rue Saint-Denis,,,,,,,,,,
La Maison Nucingen,MN,XIV,La Comédie Humaine,Scènes de la vie parisienne,351,351,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,Vulgarity of the rue Saint-Denis,,,,,,,,,,
La Maison Nucingen,MN,XIV,La Comédie Humaine,Scènes de la vie parisienne,401,401,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,Cornering merchandise is the aim of the shopkeeper of the rue Saint-Denis,,shopkeeper,shopkéeper,,,,,,,
La Maison Nucingen,MN,XIV,La Comédie Humaine,Scènes de la vie parisienne,402,402,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,Cornering merchandise is the aim of the shopkeeper of the rue Saint-Denis,,shopkeeper,,,,,,,,
La Maison Nucingen,MN,XIV,La Comédie Humaine,Scènes de la vie parisienne,402,402,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,The rue Saint-Denis sells soiled silk dresses,,,,,,,,,,
Béatrix,Beat,V,La Comédie Humaine,Scènes de la vie de province,293,293,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,The bourgeois of the rue Saint-Denis like to spring surprises,,,,,,,,,,
Les petits bourgeois,PB,XX,La Comédie Humaine,Scènes de la vie parisienne,42,42,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,The bourgeois said that Napoléon went to the rue Saint-Denis to find out the prices of things,,Napoléon,Napoléon,,,,,,,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,272,272,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,"""M. Chapoulot, former braid-weaver of the rue Saint-Denis""",,M. Chapoulot,M. Chapoulot,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,259,259,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,"""House of the regicide Chatel in the rue Saint-Denis, at the end of the rue Perrin.Gasselin""",,Chatel,Chatel,,,,,,,
Le contrat de mariage,CM,VII,La Comédie Humaine,Scènes de la vie privée,348,348,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,"""House of the regicide Chatel in the rue Saint-Denis, at the end of the rue Perrin.Gasselin""",,Chatel,Chatel,,,,,,,
Physiologie du mariage,PM,XXXII,La Comédie Humaine,études analytiques,188,188,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,"""House of the regicide Chatel in the rue Saint-Denis, at the end of the rue Perrin.Gasselin""",,Chatel,Chatel,,,,,,,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,23,23,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,"""House of the regicide Chatel in the rue Saint-Denis, at the end of the rue Perrin.Gasselin""",,Chatel,Chatel,,,,,,,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,46,46,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,"""House of the regicide Chatel in the rue Saint-Denis, at the end of the rue Perrin.Gasselin""",,Chatel,,,,,,,,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,55,55,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,"""House of the regicide Chatel in the rue Saint-Denis, at the end of the rue Perrin.Gasselin""",,Chatel,,,,,,,,
La Maison Nucingen,MN,XIV,La Comédie Humaine,Scènes de la vie parisienne,403,403,The Small Tradespeople,Street,rue Saint-Denis,"""rue Saint-Denis, Paris, France""",,48.864167,2.35,"""House of the regicide Chatel in the rue Saint-Denis, at the end of the rue Perrin.Gasselin""",,Chatel,Chatel,,,,,,,
Ferragus,F,XIII,La Comédie Humaine,Scènes de la vie parisienne,60,60,The Small Tradespeople,Square,rue Sainte-Foi,"""rue Sainte-Foi, Paris, France""",,48.868895,2.351965,Gratien Bourignard was to be caught in the rue Sainte-Foi,,Gratien Bourignard,Gratien Bourignard,,,,,,-,
Sur Cathérine de Médicis,SCM,XXX,La Comédie Humaine,études philosophiques,55,55,The Small Tradespeople,Forteresse,Ch‰telet,"""Ch‰telet, Paris, France""",,48.8575,2.34722222,The pillars of the Boucherie (Châtelet),,,,,,,,,,
Ferragus,F,XIII,La Comédie Humaine,Scènes de la vie parisienne,49,49,The Small Tradespeople,Square,place du Ch‰telet,"""place du Ch‰telet, Paris, France""",,48.857639,2.347361,Furniture sold on the place du Châtelet,,,,,,,,,,
Les employés,E,XIX,La Comédie Humaine,Scènes de la vie parisienne,113,113,The Small Tradespeople,Square,place du Ch‰telet,"""place du Ch‰telet, Paris, France""",,48.857639,2.347361,"""Young Poiret dined at the Veau-qui-tette, place du Châtelet""",,Young Poiret,Young Poiret,,,,,,,
Les employés,E,XIX,La Comédie Humaine,Scènes de la vie parisienne,114,114,The Small Tradespeople,Square,place du Ch‰telet,"""place du Ch‰telet, Paris, France""",,48.857639,2.347361,The beginning of the place au Châtelet,,,,,,,,,,
La muse du département,MD,X,La Comédie Humaine,Scènes de la vie de province,189,189,The Small Tradespeople,Square,place du Ch‰telet,"""place du Ch‰telet, Paris, France""",,48.857639,2.347361,Cardot lived in an old house near the place du Châtelet,,Cardot,Cardot,,,,,,,
Gambara,Ga,XXVIII,La Comédie Humaine,études philosophiques,103,103,The Small Tradespeople,Square,place du Ch‰telet,"""place du Ch‰telet, Paris, France""",,48.857639,2.347361,The Panharmonicon sold by authority of court on the place du Châtelet,,,,,,,,,,
La peau de chagrin,PC,XXVII,La Comédie Humaine,études philosophiques,178,178,The Small Tradespeople,Square,place du Ch‰telet,"""place du Ch‰telet, Paris, France""",,48.857639,2.347361,Creditors are the harpies of the place du Châtelet,,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,86,86,The Small Tradespeople,Street,rue des Bourdonnais,"""rue des Bourdonnais, Paris, France""",,48.860551,2.345627,Cour Batave not far from the rue des Bourdonnais,,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,90,90,The Small Tradespeople,Quarter,Saint-Martin,"""Saint-Martin, Paris, France""",,48.868375,2.359505,Cour Batave described ; it joins the quarter Saint-Martin with the Halle,,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,91,91,The Small Tradespeople,Quarter,Saint-Martin,"""Saint-Martin, Paris, France""",,48.868375,2.359505,Cour Batave described ; it joins the quarter Saint-Martin with the Halle,,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,93,93,The Small Tradespeople,Court,Cour Batave,"""Cour Batave, Paris, France""",,48.85693,2.3412,Molineux lives in the Cour Batave,,Molineux,Molineux,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,175,175,The Small Tradespeople,Court,Cour Batave,"""Cour Batave, Paris, France""",,48.85693,2.3412,Molineux lives in the Cour Batave,,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,259,259,The Small Tradespeople,Court,Cour Batave,"""Cour Batave, Paris, France""",,48.85693,2.3412,Molineux lives in the Cour Batave,,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,97,97,The Small Tradespeople,Street,rue Perrin-Gasselin,"""rue Perrin-Gasselin, Paris, France""",,48.85693,2.3412,"""quai (de la Ferraille, de la Megisserie) near the rue Perrin-Gasselin""",,,,,,,,,,
Physiologie du mariage,PM,XXXII,La Comédie Humaine,études analytiques,188,188,The Small Tradespeople,Quarter,Saint-Leu,"""Saint-Leu, Paris, France""",,48.88599,2.354425,The spire of Saint-Leu,,,,,,,,,,
La Rabouilleuse,R,IX,La Comédie Humaine,Scènes de la vie de province,576,576,The Small Tradespeople,Street,rue du faubourg-Saint-Denis,"""rue du faubourg-Saint-Denis, Paris, France""",,48.882471,2.358788,"""Desroches wants to take the Raboulileuse to the Dubois private hospital (rue du faubourg-Saint-Denis, beyond the rue de la Fidelite)""",,Desroches::Raboulileuse,"""Desroches, Raboulileuse""",,,,,,,
La messe de l'athée,MA,VII,La Comédie Humaine,Scènes de la vie privée,89,89,The Small Tradespeople,Street,Dubois's,"""Dubois's, Paris, France""",,,,Despleun has the Auvergnat taken to Dubois's,,Despleun,Despleun,,,,,http://fr.wikipedia.org/wiki/Antoine_Dubois,,
Sur Cathérine de Médicis,SCM,XXX,La Comédie Humaine,études philosophiques,40,40,The Small Tradespeople,Station,Saint-Lazare,"""Saint-Lazare, Paris, France""",,48.8754387,2.3253901,Description of Catherine's entry into Paris ; the ceremony at Saint-Lazare,,Catherine,Catherine,,,,,,,
L'envers de l'histoire contemporaine,EHC,XX,La Comédie Humaine,Scènes de la vie parisienne,279,279,The Small Tradespeople,Court,Tribunal du Châtelet,"""Tribunal du Châtelet, Paris, France""",,48.8575,2.34722222,The procurator of the Tribunal du Châtelet,,procureur,Trthunal du Ch‰telet,,,,,,,
Le colonel Chabert,CC,VII,La Comédie Humaine,Scènes de la vie privée,7,7,The Small Tradespeople,Court,Tribunal du Châtelet,"""Tribunal du Châtelet, Paris, France""",,48.8575,2.34722222,The procurator of the Tribunal du Châtelet,,procureur,Trthunal du Ch‰telet,,,,,,,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,348,348,The Small Tradespeople,Street,Saint-Denis,"""Saint-Denis, Paris, France""",,48.869749,2.353012,The Porte Saint-Denis,,,,,,,,"""Saint-Denis, Paris, France""",-,
Splendeurs et misères des courtisanes,SMC,XV,La Comédie Humaine,Scènes de la vie parisienne,197,197,The Small Tradespeople,Prison,Saint-Lazare,"""Saint-Lazare, Paris, France""",,48.875445,2.325585,Saint-Lazare prison,,,,,,,,"""Saint-Lazare, Paris, France""",-,
Splendeurs et misères des courtisanes,SMC,XVI,La Comédie Humaine,Scènes de la vie parisienne,215,215,The Small Tradespeople,Prison,Saint-Lazare,"""Saint-Lazare, Paris, France""",,48.875445,2.325585,Saint-Lazare prison,,,,,,,,"""Saint-Lazare, Paris, France""",-,
Splendeurs et misères des courtisanes,SMC,XVI,La Comédie Humaine,Scènes de la vie parisienne,218,218,The Small Tradespeople,Prison,Saint-Lazare,"""Saint-Lazare, Paris, France""",,48.875445,2.325585,Saint-Lazare prison,,,,,,,,,,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,202,202,The Small Tradespeople,Prison,Saint-Lazare,"""Saint-Lazare, Paris, France""",,48.875445,2.325585,Fraisier threatens la Cibot with Saint-Lazare,,Fraisier::Mme Mme Cibot,"""Fraisier, la Cibot""",,,,,"""Saint-Lazare, Paris, France""",-,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,13,13,The Small Tradespeople,Church,Saint-Leu,"""Saint-Leu, Paris, France""",,48.88599,2.354425,Guillauine family went to Saint-Leu church,,Guillauine family,Guillauine family,,,,,"""Saint-Leu, Paris, France""",-,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,35,35,The Small Tradespeople,Church,Saint-Leu,"""Saint-Leu, Paris, France""",,48.88599,2.354425,Guillauine family went to Saint-Leu church,,Guillauine family,,,,,,,,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,36,36,The Small Tradespeople,Church,Saint-Leu,"""Saint-Leu, Paris, France""",,48.88599,2.354425,Guillauine family went to Saint-Leu church,,Guillauine family,,,,,,,,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,27,27,The Small Tradespeople,Church,Saint-Leu,"""Saint-Leu, Paris, France""",,48.88599,2.354425,Rendez-vous of Théodore and Augustine at Saint-Leu,,Théodore::Augustine,"""Théodore, Augustine""",,,,,"""Saint-Leu, Paris, France""",-,
La Maison du chat-qui-pelote,MCP,I,La Comédie Humaine,Scènes de la vie privée,44,44,The Small Tradespeople,Church,Saint-Leu,"""Saint-Leu, Paris, France""",,48.88599,2.354425,"""Théodore and Augustine, also Lebas and Virginie, married at Saint-Leu""",,"""Théodore::Augustine::Lebas,Virginie""","""Théodore, Augustine, Lebas,Virginie""",,,,,"""Saint-Leu, Paris, France""",-,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,150,150,The Small Tradespeople,Quarter,Lombard,"""Lombard, Paris, France""",,48.85983,2.34765,"""Popinot's workshop in the rue des Cinq-Diamants, in the Lombard quarter""",,Popinot,,,,,,"""Lombard, Paris, France""",-,
La muse du département,MD,X,La Comédie Humaine,Scènes de la vie de province,186,186,The Small Tradespeople,Quarter,Lombard,"""Lombard, Paris, France""",,48.85983,2.34765,"""Felicie Cardot, of this quarter, about to marry Lousteau""",,Felicie Cardot::Lousteau,"""Felicie Cardot, marry Lousteau""",,,,,"""Lombard, Paris, France""",-,
Les petits bourgeois,PB,XX,La Comédie Humaine,Scènes de la vie parisienne,37,37,The Small Tradespeople,Quarter,Lombard,"""Lombard, Paris, France""",,48.85983,2.34765,"""Former employée, the oracle of the quarter of the Lombards and of the Bourdonnais, present at Minard's ball""",,Minard::former employee,,,,,,"""Lombard, Paris, France""",-,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,31,31,The Small Tradespeople,Quarter,Lombard,"""Lombard, Paris, France""",,48.85983,2.34765,People of the Lombard quarter envious of the Popinots,,Popinot,,,,,,"""Lombard, Paris, France""",-,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,110,110,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,"""Popinot's workshop of the rue des Cinq-Diamants, costs 1.200 francs annually""",,Popinot,,,,,,"""rue des Cinq-Diamants, Paris, France""",-,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,123,123,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,"""Popinot's workshop of the rue des Cinq-Diamants, costs 1.200 francs annually""",,Popinot,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,127,127,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,"""Popinot's workshop of the rue des Cinq-Diamants, costs 1.200 francs annually""",,Popinot,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,136,136,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,"""The rue des Cinq-Diamants not airy, but smelly""",,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,144,144,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,"""The rue des Cinq-Diamants goes from the rue des Lombards to the rue Aubry-le-Boucher""",,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,150,150,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,Popinot in the rue des Cinq-Diamants,,Popinot,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,210,210,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,Popinot in the rue des Cinq-Diamants,,Popinot,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,261,261,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,Popinot in the rue des Cinq-Diamants,,Popinot,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,267,267,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,Popinot in the rue des Cinq-Diamants,,Popinot,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,310,310,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,Popinot in the rue des Cinq-Diamants,,Popinot,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,329,329,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,Popinot in the rue des Cinq-Diamants,,Popinot,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,154,154,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,Popinot's lease in the rue des Cinq-Diamants conceded,,Popinot,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,235,235,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,Change at Popinot's within two months; description,,Popinot,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,321,321,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,"""Du Tillet comes to Popinot's in the rue des Cinq",,Du Tillet:: Popinot,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,322,322,The Small Tradespeople,Street,rue des Cinq-Diamants,"""rue des Cinq-Diamants, Paris, France""",,48.82937,2.35146,"""Du Tillet comes to Popinot's in the rue des Cinq",,Du Tillet:: Popinot,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,16,16,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,César thought of establishing Anselme in the rue des Lombards,,César Birotteau::Anselme,César,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,37,37,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,César thought of establishing Anselme in the rue des Lombards,,César Birotteau::Anselme,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,74,74,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,César thought of establishing Anselme in the rue des Lombards,,César Birotteau::Anselme,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,75,75,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,César thought of establishing Anselme in the rue des Lombards,,César Birotteau::Anselme,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,43,43,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,"""Description of the rue des Lombards, with its products from the Indies""",,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,100,100,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,"""Description of the rue des Lombards, with its products from the Indies""",,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,97,97,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,César passes through the rue des Lombards when looking for Mme Madou,,César Birotteau::Mme Madou,"""César, Mme Madou""",,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,144,144,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,The rue des Cinq-Diamants runs into the rue des Lombards,,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,145,145,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,The rue des Cinq-Diamants runs into the rue des Lombards,,,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,261,261,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,"""César, in despair, wanders in the rue des Lombards""",,César Birotteau,César,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,262,262,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,"""César, in despair, wanders in the rue des Lombards""",,César Birotteau,,,,,,,,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,148,148,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,Matifat is a rich druggist of the rue des Lombards,,Matifat,Matifat,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,41,41,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,Matifat is a rich druggist of the rue des Lombards,,Matifat,,,,,,,,
Pierrette,P,IX,La Comédie Humaine,Scènes de la vie de province,164,164,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,"""Matifat, rue des Lombards, had a daughter with a 50,000 francs dowry""",,Matifat,Matifat,,,,,,,
Les employés,E,XIX,La Comédie Humaine,Scènes de la vie parisienne,137,137,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,Matifat's company made money by speculation in cochi neal,,Matifat,Matifat,,,,,,,
Les employés,E,XIX,La Comédie Humaine,Scènes de la vie parisienne,226,226,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,M. Cochin is Matifat's associate,,M. Cochin,M. Cocbin,,,,,,,
La muse du département,MD,X,La Comédie Humaine,Scènes de la vie de province,186,186,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,"""Lousteau about to marry Cardot's daughter, of the rue des Lombards""",,Lousteau::Cardotصs daughter,"""Lousteau, Cardotصs daughter""",,,,,,,
La muse du département,MD,X,La Comédie Humaine,Scènes de la vie de province,198,198,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,"""Lousteau about to marry Cardot's daughter, of the rue des Lombards""",,Lousteau::Cardotصs daughter,,,,,,,,
La muse du département,MD,X,La Comédie Humaine,Scènes de la vie de province,199,199,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,"""Lousteau about to marry Cardot's daughter, of the rue des Lombards""",,Lousteau::Cardotصs daughter,,,,,,,,
La Maison Nucingen,MN,XIV,La Comédie Humaine,Scènes de la vie parisienne,390,390,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,"""After the rue des Lombards, the Matifats retire to the rule du Cherche-Midi""",,Matifats,Matifats,,,,,,,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,14,14,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,"""Popinot is a """"former druggist of the rue des Lombardsس at the time of the intrigue of La Cousine Bette""",,Popinot,Popinot,,,,,,,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,27,27,The Small Tradespeople,Street,rue des Lombards,"""rue des Lombards, Paris, France""",,48.85983,2.34765,"""Popinot is a """"former druggist of the rue des Lombardsس at the time of the intrigue of La Cousine Bette""",,Popinot,,,,,,,,
Pierrette,P,IX,La Comédie Humaine,Scènes de la vie de province,164,164,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,Gouraud one of generals who took Saint-Merry church,,Gouraud,Gouraud,,,,,,,
Les employés,E,XIX,La Comédie Humaine,Scènes de la vie parisienne,254,254,The Small Tradespeople,Church,Saint-Merry,"""Saint-Merry, Paris, France""",,48.859835,2.351765,The Saint-Merry affair (1832) ; political reference,,,,,,,,,,
