Livre,Book,Vol,Series,Series CH,Start Page,End page,Region,Type of Place,Place Raw,"Place Raw, Paris, France",Quartier,Lat,Long,Description,Types Involved,Characters (Full Name),Characters (CSV),Shop Name,Store Type,Historical Figures,Date,WikiURL,ImageURL,Discourse
La duchesse de Langeais,DL,XIII,La Comédie Humaine,Scènes de la vie parisienne,283,283,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,The rich of the Chaussée d'Antin,,,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
La duchesse de Langeais,DL,XIII,La Comédie Humaine,Scènes de la vie parisienne,288,288,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,The elegant regions of the Chaussée d'Antin,,,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Physiologie du mariage,PM,XXXII,La Comédie Humaine,études analytiques,136,136,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,The porter is at his ease in the Chaussée d'Antin,,,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Ferragus,F,XIII,La Comédie Humaine,Scènes de la vie parisienne,104,104,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,A fine house in the Chaussée d'Antin,,,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Gobseck,Gob,V,La Comédie Humaine,Scènes de la vie privée,382,382,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,The budget had passed from the faubourg Saint-Germain to the Chaussée d'Antin (1830),,,,,,,1830,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
La peau de chagrin,PC,XXVII,La Comédie Humaine,études philosophiques,44,44,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,Godefroid lived in the quarter of the Chaussée d'Antin,,Godefroid,Godefroid,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
L'envers de l'histoire contemporaine,EHC,XX,La Comédie Humaine,Scènes de la vie parisienne,218,218,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,The quarter of the Chaussée d'Antin,,,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Traité de la vie élégante,TVE,XXXIX,La Comédie Humaine,études analytiques,180,180,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,Ladies of studied elegance of the Chaussée d'Antin,,,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,290,290,The Financial Quarter,,Equator des Panoramas,"""Equator des Panoramas, Paris, France""",,48.871111,2.341667,"""The """"Equator of the Panoramas""""""",,,,,,,,,,
Autre étude de femme,AEF,VII,La Comédie Humaine,Scènes de la vie privée,387,387,The Financial Quarter,Quarter,The quarter of the Banque,"""The quarter of the Banque, Paris, France""",Banque,48.86411,2.3995,The quarter of the Banque,,,,,,,,http://en.wikipedia.org/wiki/2nd_arrondissement_of_Paris,http://en.wikipedia.org/wiki/File:Paris_metro3_-_Bourse_-_entrance.jpg,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,224,224,The Financial Quarter,Quarter,faubourg Poissonnière,"""faubourg Poissonnière, Paris, France""",faubourg Poissonnière,48.876331,2.348521,"""Pahna, banker of the faubourg Poissonnière""",,Pahna,Pahna,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,67,67,The Financial Quarter,Quarter,faubourg Poissonnière,"""faubourg Poissonnière, Paris, France""",faubourg Poissonnière,48.876331,2.348521,Nucingen first known only at Strassburg and in the,,Nucingen,Nucingen,,,,,,,
La Maison Nucingen,MN,XIV,La Comédie Humaine,Scènes de la vie parisienne,355,355,The Financial Quarter,Quarter,faubourg Poissonnière,"""faubourg Poissonnière, Paris, France""",faubourg Poissonnière,48.876331,2.348521,Faubourg Poissonnière,,,,,,,,,,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,401,401,The Financial Quarter,Street,rue d'Artois,"""rue d'Artois, Paris, France""",,48.87277778,2.30777778,"""Jenny Courand lives in a new house, rue d'Artois""",,Jenny Courand,Jenny Courand,,,,,https://fr.wikipedia.org/wiki/Rue_d'Artois,https://commons.wikimedia.org/wiki/File:P1050465_Paris_VIII_rue_d%27Artois_rwk.JPG,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,403,403,The Financial Quarter,Street,rue d'Artois,"""rue d'Artois, Paris, France""",,48.87277778,2.30777778,"""Jenny Courand lives in a new house, rue d'Artois""",,Jenny Courand,,,,,,,,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,424,424,The Financial Quarter,Street,rue d'Artois,"""rue d'Artois, Paris, France""",,48.87277778,2.30777778,"""Jenny Courand lives in a new house, rue d'Artois""",,Jenny Courand,,,,,,,,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,438,438,The Financial Quarter,Street,rue d'Artois,"""rue d'Artois, Paris, France""",,48.87277778,2.30777778,"""Jenny Courand lives in a new house, rue d'Artois""",,Jenny Courand,,,,,,,,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,439,439,The Financial Quarter,Street,rue d'Artois,"""rue d'Artois, Paris, France""",,48.87277778,2.30777778,"""Jenny Courand lives in a new house, rue d'Artois""",,Jenny Courand,,,,,,,,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,453,453,The Financial Quarter,Street,rue d'Artois,"""rue d'Artois, Paris, France""",,48.87277778,2.30777778,"""Jenny Courand lives in a new house, rue d'Artois""",,Jenny Courand,,,,,,,,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,486,486,The Financial Quarter,Street,rue d'Artois,"""rue d'Artois, Paris, France""",,48.87277778,2.30777778,"""Jenny Courand lives in a new house, rue d'Artois""",,Jenny Courand,,,,,,,,
L'Illustre Gaudissart,IG,X,La Comédie Humaine,Scènes de la vie de province,14,14,The Financial Quarter,Street,rue Beauregard,"""rue Beauregard, Paris, France""",,48.869325,2.349704,The Samsons live in the rue Beauregard for a while,,Samsons,,,,,,,,
Gaudissart II,GII,XIX,La Comédie Humaine,Scènes de la vie parisienne,287,287,The Financial Quarter,Street,rue Charles-X,"""rue Charles-X, Paris, France""",,48.873595,2.335194,"""Au Bon Pêcheur de Sangsues, rue Charles-X, (Lafayette),55""",,,,,,,,,,
Un prince de la Bohême,PrB,XVIII,La Comédie Humaine,Scènes de la vie parisienne,382,382,The Financial Quarter,Street,rue Chauchat,"""rue Chauchat, Paris, France""",,48.873448,2.339582,"""Josépha, like other Opéra artists, lives in the rue Chauchat""",,Josépha,Josépha,,,,,,,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,87,87,The Financial Quarter,Street,rue Chauchat,"""rue Chauchat, Paris, France""",,48.873448,2.339582,"""Hélo•se Brisetout, Crevel's mistress, lives later in the same h'tel in the rue Chauchat""",,Hélo•se Brisetout::Crevel,HéloIse Brisetout,,,,,,,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,91,91,The Financial Quarter,Street,rue Chauchat,"""rue Chauchat, Paris, France""",,48.873448,2.339582,"""Hélo•se Brisetout, Crevel's mistress, lives later in the same h'tel in the rue Chauchat""",,Hélo•se Brisetout::Crevel,,,,,,,,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,91,91,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,"""Laurent and the postman go to the Puits sans Vin, corner of the rue de Ia Chaussée-d'Antin and the rue Neuve-des-Mathurins""",,Laurent::postman,Laurent,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,136,136,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,"""Laurent and the postman go to the Puits sans Vin, corner of the rue de Ia Chaussée-d'Antin and the rue Neuve-des-Mathurins""",,Laurent::postman,,,,,,,,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,138,138,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,"""Laurent and the postman go to the Puits sans Vin, corner of the rue de Ia Chaussée-d'Antin and the rue Neuve-des-Mathurins""",,Laurent::postman,,,,,,,,
La fille aux yeux d'or,FYO,XIII,La Comédie Humaine,Scènes de la vie parisienne,355,355,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,Bjanchon and Granville at the corner of the Chaussée d'Antin,,Bjanchon::Granville,"""Bjanchon, Granville""",,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Une double famille,DF,III,La Comédie Humaine,Scènes de la vie privée,302,302,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,The rue du Mont-Blanc had become the rue de la Chaussée-d'Antin,,,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Le colonel Chabert,CC,VII,La Comédie Humaine,Scènes de la vie privée,30,30,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,"""In 1818, du Tillet had a h'tel in the rue de la Chaussée d'Antin; description of the interior""",,Du Tillet,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,225,225,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,H'tel de Mme de Sorizy in the rue de Ia Chaussée d Antus,,Mme de Sorizy,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,226,226,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,H'tel de Mme de Sorizy in the rue de Ia Chaussée d Antus,,Mme de Sorizy,,,,,,,,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,327,327,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,H'tel de Mme de Sorizy in the rue de Ia Chaussée d Antus,,Mme de Sorizy,,,,,,,,
Splendeurs et misères des courtisanes,SMC,XV,La Comédie Humaine,Scènes de la vie parisienne,278,278,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,H'tel de Mme de Sorizy in the rue de Ia Chaussée d Antus,,Mme de Sorizy,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Splendeurs et misères des courtisanes,SMC,XVI,La Comédie Humaine,Scènes de la vie parisienne,59,59,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,H'tel de Mme de Sorizy in the rue de Ia Chaussée d Antus,,Mme de Sorizy,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,316,316,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,Mme de la Baudraye takes the rue de Ia Chaussée d'Antin to go to the Bois,,Mme de la Baudraye,Mmo de la Baudraye,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
La muse du département,MD,X,La Comédie Humaine,Scènes de la vie de province,249,249,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,"""The quarter of the lorettes is in the zone described by the faubourg Montmartre, the rue de la Chaussée d'Antin, the upper rue de Navarin, boulevards and the line of the""",,,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Un homme d'affaires,HA,XVIII,La Comédie Humaine,Scènes de la vie parisienne,403,403,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,"""Au Mont Blanc, eating-house, rue Saint-Lazare opposite the rue de la Chaussée-d'Antin""",,Au Mont Blanc,Au Mont Blanc,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Le colonel Chabert,CC,VII,La Comédie Humaine,Scènes de la vie privée,30,30,The Financial Quarter,Street,rue du Mont-Blanc,"""rue du Mont-Blanc, Paris, France""",,48.873889,2.332778,Mme des Touches lived in the rue du Mont-Blanc,,Mme des Touches,,,,,,,,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,341,341,The Financial Quarter,Street,rue du Mont-Blanc,"""rue du Mont-Blanc, Paris, France""",,48.873889,2.332778,She bought for 30.000 francs one of the finest h'tels of the rue du Mont-Blanc,,,,,,,,,,
Béatrix,Beat,V,La Comédie Humaine,Scènes de la vie de province,70,70,The Financial Quarter,Street,rue du Mont-Blanc,"""rue du Mont-Blanc, Paris, France""",,48.873889,2.332778,Mme des Touches sells this h'tel in 1837,,Mme des Touches,,,,,,,,
Béatrix,Beat,V,La Comédie Humaine,Scènes de la vie de province,251,251,The Financial Quarter,Street,rue du Mont-Blanc,"""rue du Mont-Blanc, Paris, France""",,48.873889,2.332778,Cursy in the rue du Mont-Blanc,,Cursy,Cursy,,,,,,,
Un prince de la Bohême,PrB,XVIII,La Comédie Humaine,Scènes de la vie parisienne,391,391,The Financial Quarter,Street,rue du Mont-Blanc,"""rue du Mont-Blanc, Paris, France""",,48.873889,2.332778,The rue du Mont-Blanc; a porter and his history,,porter,,,,,,,,
Les martyrs ignorés,MI,XL,La Comédie Humaine,études philosophiques,124,124,The Financial Quarter,Street,rue du Mont-Blanc,"""rue du Mont-Blanc, Paris, France""",,48.873889,2.332778,The rue du Mont-Blanc; a porter and his history,,porter,,,,,,,,
Les martyrs ignorés,MI,XL,La Comédie Humaine,études philosophiques,125,125,The Financial Quarter,Street,rue du Mont-Blanc,"""rue du Mont-Blanc, Paris, France""",,48.873889,2.332778,The rue du Mont-Blanc; a porter and his history,,porter,,,,,,,,
Les martyrs ignorés,MI,XL,La Comédie Humaine,études philosophiques,128,128,The Financial Quarter,Street,rue du Mont-Blanc,"""rue du Mont-Blanc, Paris, France""",,48.873889,2.332778,The rue du Mont-Blanc; a porter and his history,,porter,,,,,,,,
Les martyrs ignorés,MI,XL,La Comédie Humaine,études philosophiques,129,129,The Financial Quarter,Street,rue du Mont-Blanc,"""rue du Mont-Blanc, Paris, France""",,48.873889,2.332778,The rue du Mont-Blanc; a porter and his history,,porter,,,,,,,,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,32,32,The Financial Quarter,Street,rue de Choiseul,"""rue de Choiseul, Paris, France""",,48.870086,2.335966,Pons in the rue de Choiseul,,Pons,Pons,,,,,,,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,84,84,The Financial Quarter,Street,rue de Choiseul,"""rue de Choiseul, Paris, France""",,48.870086,2.335966,Pons in the rue de Choiseul,,Fraisier,Fraisier,,,,,,,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,263,263,The Financial Quarter,Street,rue de Choiseul,"""rue de Choiseul, Paris, France""",,48.870086,2.335966,Fraisier in the rue de Choiseul,,Fraisier,,,,,,,,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,310,310,The Financial Quarter,Café,Café de l'Echiquier,"""Café de l'Echiquier, Paris, France""",Porte-Saint-Denis,48.870919,2.353147,H'tel du Lion d'Argent and the café de l'Echiquier near this quarter (See also Saint-Denis),,,,,,,,http://fr.wikipedia.org/wiki/Rue_d%E2%80%99Enghien,http://upload.wikimedia.org/wikipedia/commons/6/6f/Boulangerie-p%C3%A2tisserie%2C_rue_d%27Hauteville_et_rue_d%27Enghien_%28Paris%29.jpg?uselang=fr,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,311,311,The Financial Quarter,Café,Café de l'Echiquier,"""Café de l'Echiquier, Paris, France""",Porte-Saint-Denis,48.870919,2.353147,H'tel du Lion d'Argent and the café de l'Echiquier near this quarter (See also Saint-Denis),,,,,,,,,,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,329,329,The Financial Quarter,Café,Café de l'Echiquier,"""Café de l'Echiquier, Paris, France""",Porte-Saint-Denis,48.870919,2.353147,H'tel du Lion d'Argent and the café de l'Echiquier near this quarter (See also Saint-Denis),,,,,,,,,,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,347,347,The Financial Quarter,Café,Café de l'Echiquier,"""Café de l'Echiquier, Paris, France""",Porte-Saint-Denis,48.870919,2.353147,H'tel du Lion d'Argent and the café de l'Echiquier near this quarter (See also Saint-Denis),,,,,,,,,,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,305,305,The Financial Quarter,Hôtel,H'tel du Lion d'Argent,"""H'tel du Lion d'Argent, Paris, France""",Porte-Saint-Denis,48.871662,2.353558,H'tel du Lion d'Argent at corner of rue d'Enghien,,,,,,,,http://fr.wikipedia.org/wiki/Rue_d%E2%80%99Enghien,http://upload.wikimedia.org/wikipedia/commons/6/6f/Boulangerie-p%C3%A2tisserie%2C_rue_d%27Hauteville_et_rue_d%27Enghien_%28Paris%29.jpg?uselang=fr,
